tx_hash,from_address,to_address,amount,timestamp,label
0xc5c99291e91fa146d9a9d8132b453f700c53a09b2924b00aedc638a3b2af26ae,0x0000000000000000000000000000000000000064,0x000000000000000000000000000000000000003b,34.5222,2026-03-12 16:50:59.329378,Normal
0x43874819d36e7704b6004d6a7f55405f418e964bbf444abbc75588a1d6a4b80d,0x0000000000000000000000000000000000000013,0x000000000000000000000000000000000000004e,23.9109,2026-03-12 17:21:59.329378,Normal
0x743b04d9147a838c49320dc2636380f915039b9c42dca7b5f891dac4e4570054,0x0000000000000000000000000000000000000017,0x0000000000000000000000000000000000000059,13.2442,2026-03-12 17:22:59.329378,Suspicious (Wash Trading)
0xe86297f6a5e5fb2b649d47d82ae57c20cb8a9659d20158cf14e92dec1edfb97a,0x0000000000000000000000000000000000000040,0x000000000000000000000000000000000000005b,18.6706,2026-03-12 17:37:59.329378,Normal
0x1a89cc2fe158a6f2702ce24e6beb590f3d4753aa94774f601f67024b1570ff89,0x000000000000000000000000000000000000000d,0x0000000000000000000000000000000000000010,39.4052,2026-03-12 18:19:59.329378,Normal
0x7113efcca04b16988f50f4d84760270f1acc84c37534e9b4b4d4ed5e04bde04e,0x000000000000000000000000000000000000002b,0x000000000000000000000000000000000000003c,49.099,2026-03-12 18:34:59.329378,Normal
0xfdedab3a09e9b315aa16827d698a0d15eeadf4ea74fc154e8e0c1add3796a2a8,0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000002f,3.571,2026-03-12 19:23:59.329378,Normal
0x9026655ded01cf7c17d718e6646582fc9223cde109221b6e920d0c5c8e8a9dd3,0x0000000000000000000000000000000000000055,0x0000000000000000000000000000000000000013,37.2256,2026-03-12 20:39:59.329378,Normal
0x3fdb58145036bed8471e025f9a04e43fc2a6530c2765c8034e7f3d101a0aeb24,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000004,34.2044,2026-03-12 20:56:59.329378,Normal
0x266235e64142cf670ef71c1a9a873c1cb76e3409946e95039c272db41c97a983,0x0000000000000000000000000000000000000058,0x0000000000000000000000000000000000000050,15.5279,2026-03-12 21:06:59.329378,Normal
0x8857ff392e9ecaed689cc1ec2d2550a8b786d303d05d37e0d7d083251cebfc33,0x0000000000000000000000000000000000000016,0x000000000000000000000000000000000000003f,23.558,2026-03-12 21:31:59.329378,Normal
0x85a3c68b674f41a8c515e8473cf4aae28ddf7851937fcf5f2752bce274405a26,0x000000000000000000000000000000000000004a,0x0000000000000000000000000000000000000050,13.1522,2026-03-12 21:43:59.329378,Normal
0x50106eafe947bfc12da73b11c2607dacc99405f932739c5a09eeeb24edba417e,0x000000000000000000000000000000000000001e,0x000000000000000000000000000000000000002e,25.5561,2026-03-12 21:57:59.329378,Normal
0x5a2e31a3c51db8a289a3549804a821de18ca7ac11ff988cfc0b457636c23224f,0x0000000000000000000000000000000000000041,0x0000000000000000000000000000000000000051,0.0422,2026-03-12 22:53:59.329378,Suspicious (Sybil/Consolidation)
0xf7e1e7ff8779e299c7d1e8d7a481c633acc6b8528904c01fbe5683812fb1ef57,0x000000000000000000000000000000000000001e,0x000000000000000000000000000000000000003e,44.7713,2026-03-12 23:01:59.329378,Normal
0xe802d4065a4c2f4ccf3c6795c41e84c996c1a42c12e4b6c5bcaf5d9ac095d8db,0x0000000000000000000000000000000000000032,0x0000000000000000000000000000000000000019,18.3287,2026-03-12 23:02:59.329378,Normal
0x6e15280ea315ccfdf5fb4fa5eebd3f6aeb37b54de6a06e4c5e70f4aea6246d62,0x000000000000000000000000000000000000003f,0x000000000000000000000000000000000000005a,49.869,2026-03-13 00:22:59.329378,Normal
0xeb2fa9b75b2bb0c796eda52eb00ae6fa436b0463a2dd690f19c09c50e4523dac,0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000005d,4.5568,2026-03-13 00:26:59.329378,Normal
0xcc95ac5306532441cf241c1563ba1f90c42bd3fd4c34616f4cf514816ab5b133,0x0000000000000000000000000000000000000018,0x0000000000000000000000000000000000000042,28.7826,2026-03-13 01:14:59.329378,Normal
0x2fd731bea3093d3fd4ea155a30d0af1dd723aba52461f2f912ff93c7317f23a3,0x0000000000000000000000000000000000000064,0x000000000000000000000000000000000000005d,0.9604,2026-03-13 01:29:59.329378,Normal
0xc1a1c4ef220b0482f546cb9de3f66425a889542599ce98f8aaf3d6b73ee48816,0x0000000000000000000000000000000000000059,0x0000000000000000000000000000000000000002,11.9926,2026-03-13 01:55:59.329378,Suspicious (Wash Trading)
0x25cf9e2ed9d9d0d1747fae680c0473b94572c6984b412e291f387de323dc0eaf,0x000000000000000000000000000000000000005b,0x0000000000000000000000000000000000000058,0.7314,2026-03-13 02:06:59.329378,Normal
0xc506ba1a3688e28fb867ecadf5fbf1591bc5068abc1055f940ea1cfb3859e200,0x0000000000000000000000000000000000000032,0x000000000000000000000000000000000000003e,40.5503,2026-03-13 02:23:59.329378,Normal
0x1292378cc0b4a17cb0542a9dfb6ac13dd8c81a6cea0bce8ee230908223c25060,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000011,28.5966,2026-03-13 03:35:59.329378,Normal
0x614c69f2392faf41868fdabd693730468f51c0bd067f1091f843da026ab2c701,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000058,32.8699,2026-03-13 03:39:59.329378,Normal
0xb16f4dadfbafed459b092a649c283f0627d292f669785b5c5775e57aa6b15cb6,0x0000000000000000000000000000000000000052,0x0000000000000000000000000000000000000027,1.077,2026-03-13 04:27:59.329378,Normal
0x9e13ed086d8039916d2097b29afd018ec166b8443f6101b42929168fc97a2afa,0x000000000000000000000000000000000000004b,0x0000000000000000000000000000000000000051,0.0207,2026-03-13 04:29:59.329378,Suspicious (Sybil/Consolidation)
0x5e0899fd1c8d813de0cab6144226970eee4e9297965a98606ea569f6c6adfca7,0x0000000000000000000000000000000000000064,0x000000000000000000000000000000000000004c,31.754,2026-03-13 04:38:59.329378,Normal
0x8207b54bb72e16061d367ed89cde3862fb0b67a4e3ad0bab8643bad8eb557a54,0x000000000000000000000000000000000000001a,0x0000000000000000000000000000000000000060,3.4569,2026-03-13 04:41:59.329378,Normal
0xbf2cee974834c3a490795876fb59c50c88b3a114519ea2564248716f9ce0279f,0x0000000000000000000000000000000000000026,0x0000000000000000000000000000000000000005,24.3845,2026-03-13 05:39:59.329378,Normal
0x83a04798f45f0ccea356aad61e412369316ae523a8bb0feade8cde0fea84af34,0x0000000000000000000000000000000000000033,0x0000000000000000000000000000000000000025,9.9075,2026-03-13 05:47:59.329378,Normal
0xc06c79c63aaaff46b36d03a509284c8d37a26a7a0214b13771977f50e178f821,0x000000000000000000000000000000000000003e,0x0000000000000000000000000000000000000005,19.6624,2026-03-13 06:57:59.329378,Normal
0x1aa16df85ab181cd50848247054736481ff6633b9de3a4d77977b321171cc9a8,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000044,22.3586,2026-03-13 07:00:59.329378,Normal
0xfcfe307267516b1266ef8b92e6a38643c9f94c159834310ea0f8da8d2b5ec772,0x0000000000000000000000000000000000000028,0x0000000000000000000000000000000000000027,18.283,2026-03-13 07:13:59.329378,Normal
0xdfd78c79524df2c1ba69c83fa25ea4d27ca1d579d4467afb24d971ad01697f88,0x0000000000000000000000000000000000000012,0x0000000000000000000000000000000000000022,44.1548,2026-03-13 07:13:59.329378,Normal
0x103374d839a14c560855f4928ffcb8627fd16aed5da7fc1b9c76e9f26089c68b,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000017,11.3697,2026-03-13 07:42:59.329378,Suspicious (Wash Trading)
0x85beaa5971ff686993e7ba3ca0820f341d8837a5a51b262abc1717eb95da3d43,0x0000000000000000000000000000000000000019,0x000000000000000000000000000000000000001d,10.524,2026-03-13 07:43:59.329378,Normal
0x9e9a119a68215ce810c01a428531faec92ecafdb2574dca4b48c739e547d85a1,0x0000000000000000000000000000000000000043,0x000000000000000000000000000000000000004c,48.2259,2026-03-13 07:52:59.329378,Normal
0xece43092aa50d24836b305db608e191bcde3d864eff5bd0d3b83db87c0600193,0x0000000000000000000000000000000000000035,0x0000000000000000000000000000000000000026,32.5593,2026-03-13 08:09:59.329378,Normal
0xb295eeb1963f42e778eaeba002e80c089deeb97fa3871e5d083a16d955062117,0x0000000000000000000000000000000000000046,0x000000000000000000000000000000000000000e,10.0437,2026-03-13 08:51:59.329378,Normal
0x63dc18043652300f35d335d68f74604c685eb62e46c479cba462d4fb92238239,0x0000000000000000000000000000000000000049,0x000000000000000000000000000000000000001d,16.55,2026-03-13 09:48:59.329378,Normal
0x1853503c18478fa42b0fdd80da7142072994a5cd2124b575c401ef5f94c65b69,0x0000000000000000000000000000000000000035,0x0000000000000000000000000000000000000064,18.2947,2026-03-13 10:17:59.329378,Normal
0x24df449d6d143d616e200514ccf594f581a563390a6869239be6f2fe226a7209,0x0000000000000000000000000000000000000059,0x0000000000000000000000000000000000000002,10.1059,2026-03-13 10:44:59.329378,Suspicious (Wash Trading)
0xb31bb890bd969d157287716042d940295d96153a6423b662c7fd1dfc0439aa19,0x000000000000000000000000000000000000001f,0x0000000000000000000000000000000000000042,26.4979,2026-03-13 10:54:59.329378,Normal
0x758c69de4babdef2518422c8038f78205e00898fddbb14c4774d3c9966b51ef5,0x000000000000000000000000000000000000001e,0x000000000000000000000000000000000000000d,25.2651,2026-03-13 11:17:59.329378,Normal
0xa67a3cb22aba53fce40db58901317ab47152f85ee361065ad6e12ac6c633eb4c,0x0000000000000000000000000000000000000048,0x000000000000000000000000000000000000003f,13.2562,2026-03-13 11:20:59.329378,Normal
0x84f8bb46bacc011207aa53dc8ace40ba3beb5bc8f2e72ab68e1f6e914fe6efb5,0x000000000000000000000000000000000000005d,0x0000000000000000000000000000000000000031,47.4739,2026-03-13 11:42:59.329378,Normal
0xb51b853f1ba9846a81f24b7ad94277b2baa36f282fee12691b8d3e568bc883c8,0x0000000000000000000000000000000000000017,0x0000000000000000000000000000000000000059,14.661,2026-03-13 11:46:59.329378,Suspicious (Wash Trading)
0x64a8297bc3e666de378ee550a1544ef1dc35a161c74caafb48833a39da154acf,0x000000000000000000000000000000000000002a,0x0000000000000000000000000000000000000035,22.689,2026-03-13 12:00:59.329378,Normal
0x05e970b4dc088bf0a3f30141a4cb500ae8589b8b04329f3cfb07fce8c245ed0c,0x0000000000000000000000000000000000000021,0x000000000000000000000000000000000000001c,8.4669,2026-03-13 12:31:59.329378,Normal
0x7f9caf3e775c5df2790121e6e3a2bc84d6091fa6e41c0c71827c92807f215194,0x0000000000000000000000000000000000000012,0x0000000000000000000000000000000000000058,5.3225,2026-03-13 12:34:59.329378,Normal
0xb4f87b480f1b983d8bb33aa4842160b1d0695e9f2ffdfffa26647c0da9193090,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000001,10.8049,2026-03-13 12:42:59.329378,Suspicious (Wash Trading)
0x1813c4dbae160cccc3150be47f45629f0a320d10637f306546d156a3b02d9e9e,0x0000000000000000000000000000000000000017,0x0000000000000000000000000000000000000059,13.3554,2026-03-13 13:03:59.329378,Suspicious (Wash Trading)
0x821c73f7ab68cfdc10c0ca5ea63bb4f69d11f9d51a2ae7c9424eed37c7df3014,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000032,2.5275,2026-03-13 13:36:59.329378,Normal
0x97888731671871365cfe4ff0327d328c00949d3c83373a7a01d655906e246c94,0x0000000000000000000000000000000000000011,0x000000000000000000000000000000000000003c,44.1949,2026-03-13 14:33:59.329378,Normal
0x53e26e9d61e43095dd42f075c2967ab4098cb476196770a5848e81fa092c03db,0x0000000000000000000000000000000000000010,0x000000000000000000000000000000000000005a,21.9775,2026-03-13 14:45:59.329378,Normal
0x237aec3b4a12120a4c76b1b471df499f75509e60189c7beaa153005eb0f287a2,0x0000000000000000000000000000000000000022,0x0000000000000000000000000000000000000031,33.7274,2026-03-13 15:26:59.329378,Normal
0xed4f0609a2bd4f570836b98dd29672a14816603f4edad5e895700c8f4d880514,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000001,13.8146,2026-03-13 16:30:59.329378,Suspicious (Wash Trading)
0x13ef0cc1a680787ae0b3b3ffcaef740cfc6e225586d4c8e7d8eb8d755f5a447e,0x0000000000000000000000000000000000000024,0x0000000000000000000000000000000000000014,24.4192,2026-03-13 17:02:59.329378,Normal
0xb7ecbca915685376266a3efd7778ae6c40a6862880a9b27248670f15a8e185d1,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000017,11.7527,2026-03-13 17:38:59.329378,Suspicious (Wash Trading)
0x87007b99a742566d7dec063702e0b9f9df1fde7dfe09b4254e1b7608b3c7a0a0,0x0000000000000000000000000000000000000051,0x0000000000000000000000000000000000000028,35.9862,2026-03-13 18:06:59.329378,Normal
0xdb7b79c06d2e786298088d51ded42824e144d1e50b1e82ae726a27636b1e0d1c,0x0000000000000000000000000000000000000010,0x0000000000000000000000000000000000000063,18.8758,2026-03-13 18:19:59.329378,Normal
